first_name,second_name,web_name,team,minutes,goals_scored,assists,clean_sheets,total_points,form,ict_index,influence,creativity,threat,now_cost,selected_by_percent
Facundo,Buonanotte,Buonanotte,11,1508,5,2,2,75,0.0,114.7,415.8,415.8,318.0,45,0.4
Jordan,Ayew,J.Ayew,11,1649,5,0,4,75,0.0,93.4,304.4,316.9,311.0,51,0.2
Odsonne,Edouard,Edouard,11,141,0,0,0,7,0.0,8.0,5.0,25.0,50.0,51,0.2
Boubakary,Soumaré,B.Soumaré,11,2165,0,0,1,48,0.0,60.4,294.2,261.8,47.0,44,0.3
Tom,Cannon,Cannon,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.3
Hamza,Choudhury,Choudhury,11,129,0,0,0,4,0.0,7.0,33.8,30.4,6.0,44,1.0
Conor,Coady,Coady,11,1712,1,0,2,39,0.0,47.5,378.8,33.0,62.0,40,0.5
Patson,Daka,Daka,11,717,1,0,1,34,0.0,27.0,86.0,41.7,148.0,48,0.5
Bobby,De Cordova-Reid,De Cordova-Reid,11,734,1,4,1,48,0.0,26.0,102.2,84.4,72.0,52,0.1
Wout,Faes,Faes,11,2812,1,0,3,55,0.0,86.9,678.0,68.5,121.0,38,5.2
Michael,Golding,Golding,11,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,44,0.2
Mads,Hermansen,Hermansen,11,2385,0,0,1,63,0.0,82.8,827.0,0.2,0.0,44,0.4
Daniel,Iversen,Iversen,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.7
James,Justin,Justin,11,2912,2,2,3,70,0.0,107.8,615.2,258.5,202.0,41,1.2
Victor,Kristiansen,Kristiansen,11,2481,0,1,1,34,0.0,91.6,519.4,358.6,40.0,44,0.1
Wanya,Marçal-Madivádua,Marcal,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Stephy,Mavididi,Mavididi,11,1606,4,1,1,72,0.0,101.5,339.2,375.3,302.0,50,0.3
Kasey,McAteer,McAteer,11,846,1,1,3,35,0.0,46.3,147.2,132.5,184.0,47,0.0
Wilfred,Ndidi,Ndidi,11,2325,0,5,3,64,0.0,112.8,546.4,302.2,280.0,49,0.2
Caleb,Okoli,Okoli,11,1122,1,0,1,27,0.0,40.7,318.6,15.2,73.0,40,0.4
Ricardo,Barbosa Pereira,Ricardo,11,382,0,0,0,10,0.0,10.5,67.8,18.7,19.0,41,0.1
Harry,Souttar,Souttar,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Jakub,Stolarczyk,Stolarczyk,11,900,0,0,2,25,0.0,22.8,228.4,0.0,0.0,40,0.5
Luke,Thomas,Thomas,11,1109,0,0,3,27,0.0,40.4,226.4,144.5,34.0,39,1.4
Jamie,Vardy,Vardy,11,2825,9,5,4,128,0.0,150.0,490.8,270.8,742.0,54,5.2
Jannik,Vestergaard,Vestergaard,11,1390,0,0,0,11,0.0,42.4,321.0,46.6,53.0,39,1.5
Danny,Ward,Ward,11,135,0,0,0,2,0.0,3.6,35.4,0.0,0.0,39,2.0
Harry,Winks,Winks,11,1536,0,2,0,40,0.0,63.2,272.8,319.6,37.0,43,4.7
Oliver,Skipp,Skipp,11,1118,0,0,3,27,0.0,29.9,119.4,146.0,35.0,47,0.0
Abdul,Fatawu,A.Fatawu,11,576,0,2,0,26,0.0,40.1,147.6,104.3,148.0,51,0.2
Will,Alves,Alves,11,1,0,0,0,1,0.0,0.0,0.0,0.3,0.0,44,0.1
Ben,Nelson,Nelson,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Bilal,El Khannouss,El Khannouss,11,2179,2,4,3,83,0.0,120.5,381.6,634.1,191.0,48,0.2
Henry,Cartwright,Cartwright,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Thomas,Wilson-Brown,Wilson-Brown,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Woyo,Coulibaly,Coulibaly,11,107,0,0,0,1,0.0,5.2,24.4,3.4,24.0,40,0.0
Ruud,van Nistelrooij,Van Nistelrooy,11,0,0,0,0,48,0.0,0.0,0.0,0.0,0.0,5,0.5
Jeremy,Monga,Monga,11,105,0,0,0,7,0.0,5.1,20.6,12.6,19.0,45,0.0
Olabade,Aluko,Olabade Aluko,11,1,0,0,0,1,0.0,0.2,2.0,0.2,0.0,40,0.0
Jake,Evans,Jake Evans,11,21,0,0,0,4,0.0,0.3,3.2,0.2,0.0,45,0.0
Sammy,Braybrooke,Braybrooke,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Alisson,Ramses Becker,A.Becker,12,2508,0,0,10,112,0.0,64.0,628.8,13.0,0.0,55,8.4
Trent,Alexander-Arnold,Alexander-Arnold,12,2362,3,7,12,148,0.0,182.4,723.8,833.7,268.0,72,16.7
Stefan,Bajčetić Maquieira,Bajcetic,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Conor,Bradley,Bradley,12,744,0,2,3,41,0.0,42.8,156.2,110.5,162.0,47,1.2
Bobby,Clark,Clark,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Darwin,Núñez Ribeiro,Darwin,12,1113,5,3,2,66,0.0,81.2,263.8,151.6,404.0,70,1.9
Diogo,Teixeira da Silva,Diogo J.,12,1182,6,4,7,87,0.0,99.0,300.6,169.5,537.0,72,2.6
Ben,Doak,Doak,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Harvey,Elliott,Elliott,12,359,1,2,0,33,0.0,40.4,118.6,145.8,143.0,52,0.3
Endo,Wataru,Endo,12,259,0,0,0,21,0.0,10.0,57.6,38.2,6.0,46,0.1
Cody,Gakpo,Gakpo,12,1921,10,5,5,127,0.0,180.3,597.0,517.7,686.0,72,5.4
Joe,Gomez,Gomez,12,517,0,0,1,14,0.0,22.8,130.4,38.5,58.0,47,0.4
Ryan,Gravenberch,Gravenberch,12,3160,0,4,14,92,0.0,114.7,550.6,473.9,121.0,50,0.7
Curtis,Jones,Jones,12,1702,3,5,6,87,0.0,113.6,397.2,343.7,400.0,53,0.2
Caoimhin,Kelleher,Kelleher,12,900,0,0,4,45,0.0,22.4,224.2,0.0,0.0,39,1.2
Ibrahima,Konaté,Konaté,12,2561,1,2,11,106,0.0,87.6,578.0,161.4,133.0,53,7.0
Luis,Díaz,Luis Díaz,12,2393,13,7,15,183,0.0,246.4,770.8,748.0,946.0,75,16.8
Mohamed,Salah,M.Salah,12,3374,29,18,15,344,0.0,476.0,1577.0,1199.2,1985.0,136,66.3
Alexis,Mac Allister,Mac Allister,12,2597,5,6,14,122,0.0,174.1,653.4,731.3,357.0,62,1.7
James,McConnell,McConnell,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43,0.1
Tyler,Morton,Morton,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.1
Nathaniel,Phillips,N.Phillips,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.1
Jarell,Quansah,Quansah,12,488,0,0,0,9,0.0,16.5,119.4,29.1,15.0,39,1.0
Rhys,Williams,R.Williams,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Andrew,Robertson,Robertson,12,2479,0,1,10,91,0.0,124.4,395.4,668.7,182.0,58,4.0
Dominik,Szoboszlai,Szoboszlai,12,2485,6,10,12,143,0.0,198.1,589.8,794.8,601.0,61,2.7
Konstantinos,Tsimikas,Tsimikas,12,829,0,1,4,43,0.0,52.5,202.0,260.7,60.0,46,0.2
Virgil,van Dijk,Virgil,12,3330,3,1,14,143,0.0,143.7,932.6,206.6,299.0,67,25.6
Federico,Chiesa,Chiesa,12,103,0,0,0,7,0.0,6.7,9.0,23.5,36.0,68,0.2
Vítezslav,Jaros,Jaros,12,11,0,0,0,1,0.0,0.9,8.8,0.0,0.0,40,0.1
Harvey,Davies,Davies,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Treymaurice,Nyoni,Nyoni,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Amara,Nallo,Nallo,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Jayden,Danns,Danns,12,10,0,0,0,1,0.0,0.0,0.0,0.3,0.0,45,0.0
Arne,Slot,Slot,12,0,0,0,0,118,0.0,0.0,0.0,0.0,0.0,15,6.3
Manuel,Akanji,Akanji,13,2012,0,0,6,61,0.0,68.9,339.8,249.8,100.0,53,2.3
Nathan,Aké,Aké,13,677,0,0,3,25,0.0,15.9,104.6,33.7,20.0,53,0.8
Bernardo,Veiga de Carvalho e Silva,Bernardo,13,2667,4,4,10,110,0.0,193.6,603.0,800.4,532.0,61,2.8
Oscar,Bobb,Bobb,13,14,0,0,0,3,0.0,1.6,4.4,12.6,0.0,47,0.1
Scott,Carson,Carson,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.2
Kevin,De Bruyne,De Bruyne,13,1694,4,9,10,114,0.0,179.5,466.6,920.0,411.0,95,11.6
Jérémy,Doku,Doku,13,1506,3,6,8,88,0.0,150.0,453.8,515.9,528.0,62,1.7
Ederson,Santana de Moraes,Ederson M.,13,2320,0,4,10,111,0.0,60.9,567.0,43.0,0.0,53,5.7
Phil,Foden,Foden,13,1771,7,3,6,105,0.0,164.2,448.0,749.0,449.0,91,4.6
Jack,Grealish,Grealish,13,710,1,1,2,38,0.0,71.3,157.2,321.4,234.0,64,0.2
Joško,Gvardiol,Gvardiol,13,3278,5,0,13,153,0.0,185.0,847.0,501.7,497.0,65,38.6
Erling,Haaland,Haaland,13,2736,22,3,10,181,0.0,281.8,946.0,359.4,1511.0,149,24.0
Julián,Álvarez,J.Alvarez,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,70,0.1
João,Cavaco Cancelo,João Cancelo,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,53,0.2
Mateo,Kovačić,Kovačić,13,2194,6,3,10,109,0.0,139.1,606.4,579.3,204.0,54,1.2
Rico,Lewis,Lewis,13,1888,1,2,5,66,0.0,65.0,293.8,218.6,139.0,43,3.5
Matheus Luiz,Nunes,Matheus N.,13,1670,1,7,9,81,0.0,99.9,370.4,422.4,206.0,49,0.2
James,McAtee,McAtee,13,340,3,0,0,31,0.0,30.7,113.0,64.6,136.0,46,0.1
Stefan,Ortega Moreno,Ortega Moreno,13,1099,0,0,3,35,0.0,29.4,292.6,0.0,0.0,52,0.7
Rodrigo 'Rodri',Hernandez,Rodrigo,13,72,0,0,0,3,0.0,3.0,12.2,17.5,0.0,62,0.8
Rúben,Gato Alves Dias,Rúben,13,2269,0,0,11,90,0.0,80.2,478.2,173.8,150.0,55,5.5
John,Stones,Stones,13,544,2,0,1,29,0.0,27.4,155.6,49.8,70.0,53,1.0
Kyle,Walker,Walker,13,966,0,0,0,13,0.0,33.5,157.4,147.7,29.0,51,2.5
Sávio 'Savinho',Moreira de Oliveira,Savinho,13,1760,1,11,8,106,0.0,177.3,415.2,682.9,671.0,60,1.9
Nico,O'Reilly,O’Reilly,13,525,2,0,3,31,0.0,32.2,133.4,76.2,112.0,49,0.2
Ilkay,Gündogan,Gündogan,13,2218,1,7,10,97,0.0,144.2,387.0,781.3,273.0,63,0.5
Issa,Kaboré,Kaboré,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Jacob,Wright,Wright,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Jahmai,Simpson-Pusey,Simpson-Pusey,13,95,0,0,0,1,0.0,2.4,19.6,2.2,2.0,40,0.0
Josh,Wilson-Esbrand,Wilson-Esbrand,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Divin,Mubama,Mubama,13,27,0,0,0,1,0.0,0.5,0.2,0.1,5.0,45,0.1
Max,Alleyne,Alleyne,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Spike,Brits,Brits,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Abdukodir,Khusanov,Khusanov,13,503,0,0,2,14,0.0,14.1,102.0,33.9,4.0,50,0.3
Vitor,de Oliveira Nunes dos Reis,Vitor Reis,13,1,0,0,0,1,0.0,0.3,3.2,0.0,0.0,45,0.0
Pep,Guardiola,Guardiola,13,0,0,0,0,113,0.0,0.0,0.0,0.0,0.0,15,29.2
Omar,Marmoush,Marmoush,13,1174,7,1,8,73,0.0,97.3,318.0,246.7,410.0,74,22.6
Nico,González,N.Gonzalez,13,760,1,1,6,31,0.0,27.5,137.2,78.7,62.0,60,0.0
Claudio,Echeverri,Echeverri,13,5,0,0,0,1,0.0,0.3,2.2,0.4,0.0,58,0.0
Amad,Diallo,Amad,14,1898,8,8,7,129,0.0,193.8,634.0,687.2,615.0,53,4.1
Antony Matheus,dos Santos,Antony,14,135,0,0,0,8,0.0,15.8,35.0,50.7,74.0,57,0.2
Bruno,Borges Fernandes,B.Fernandes,14,3017,8,12,10,174,0.0,300.8,1017.8,1407.7,587.0,84,13.7
Altay,Bayindir,Bayindir,14,360,0,0,1,8,0.0,7.9,80.0,0.0,0.0,43,0.1
Carlos Henrique,Casimiro,Casemiro,14,1489,1,0,6,48,0.0,104.8,433.2,348.2,265.0,46,0.4
Diogo,Dalot Teixeira,Dalot,14,2812,0,4,8,95,0.0,118.6,493.2,434.2,264.0,50,4.7
Christian,Eriksen,Eriksen,14,1052,1,2,4,45,0.0,78.9,235.8,474.3,79.0,52,0.2
Jonny,Evans,Evans,14,312,0,0,1,15,0.0,9.5,66.6,5.3,23.0,44,0.1
Alejandro,Garnacho,Garnacho,14,2188,6,4,5,106,0.0,188.3,454.0,532.2,904.0,59,4.7
Hannibal,Mejbri,Hannibal,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Tom,Heaton,Heaton,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.2
Rasmus,Højlund,Højlund,14,1998,4,1,6,78,0.0,86.3,187.0,254.7,432.0,69,1.0
Victor,Lindelöf,Lindelof,14,695,0,0,2,27,0.0,18.3,125.4,48.5,8.0,43,0.1
Harry,Maguire,Maguire,14,1751,1,0,3,48,0.0,76.1,411.4,111.5,237.0,49,0.8
Kobbie,Mainoo,Mainoo,14,1646,0,0,5,42,0.0,58.8,196.6,250.8,137.0,52,1.7
Tyrell,Malacia,Malacia,14,99,0,0,0,2,0.0,1.7,5.2,13.9,0.0,44,0.0
Lisandro,Martínez,Martinez,14,1751,2,1,6,68,0.0,73.8,426.6,153.9,158.0,43,2.2
Scott,McTominay,McTominay,14,17,0,0,0,2,0.0,0.9,3.2,0.3,5.0,49,0.1
Mason,Mount,Mount,14,613,1,0,3,25,0.0,45.6,104.0,140.0,218.0,63,0.2
André,Onana,Onana,14,3060,0,0,9,120,0.0,74.7,733.0,13.0,0.0,49,5.0
Facundo,Pellistri Rebollo,Pellistri,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,0.0
Luke,Shaw,Shaw,14,346,0,0,0,5,0.0,12.7,48.2,68.2,11.0,49,0.2
Joshua,Zirkzee,Zirkzee,14,1385,3,2,3,64,0.0,78.0,222.6,212.0,351.0,65,1.5
Leny,Yoro,Yoro,14,1160,0,0,1,22,0.0,31.8,207.4,55.8,54.0,43,0.2
Matthijs,de Ligt,De Ligt,14,2119,2,0,4,68,0.0,91.5,518.4,88.7,303.0,48,2.9
Noussair,Mazraoui,Mazraoui,14,2836,0,1,7,88,0.0,107.5,619.4,332.7,123.0,42,7.3
Toby,Collyer,Collyer,14,174,0,0,0,6,0.0,7.9,40.4,29.9,8.0,45,0.0
Ethan,Wheatley,Wheatley,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,1.0
Manuel,Ugarte,Ugarte,14,1777,1,2,4,49,0.0,62.1,313.6,195.9,113.0,49,0.1
Ayden,Heaven,Heaven,14,169,0,0,1,10,0.0,6.4,43.4,12.9,8.0,40,0.1
Jack,Fletcher,Fletcher,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Harry,Amass,Amass,14,345,0,0,0,4,0.0,8.2,40.0,26.5,15.0,40,0.1
Jayce,Fitzgerald,Fitzgerald,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Godwill,Kukonki,Kukonki,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Ruben Filipe,Marques Diogo Amorim,Amorim,14,0,0,0,0,86,0.0,0.0,0.0,0.0,0.0,8,1.4
Elyh,Harrison,Harrison,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Patrick,Dorgu,Dorgu,14,840,0,0,2,18,0.0,39.4,106.4,175.3,112.0,45,0.2
Chido,Obi-Martin,Obi,14,160,0,0,0,7,0.0,5.4,8.2,5.1,46.0,45,0.2
Tyler,Fredricson,Fredricson,14,166,0,0,0,2,0.0,4.4,37.4,4.9,2.0,40,0.0
Jack,Moorhouse,Moorhouse,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Sékou,Koné,Koné,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Hubert,Graczyk,Graczyk,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Dermot,Mee,Dermot Mee,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Alex,Murphy,A.Murphy,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.5
Miguel,Almirón Rejala,Almirón,15,150,0,0,0,10,0.0,11.3,15.2,40.9,57.0,54,0.3
Harvey,Barnes,Barnes,15,1746,9,5,6,130,0.0,163.1,522.2,407.1,701.0,59,4.2
Sven,Botman,Botman,15,412,0,0,2,18,0.0,23.6,110.4,28.4,96.0,44,0.0
Bruno,Guimarães Rodriguez Moura,Bruno G.,15,3273,5,6,13,135,0.0,197.5,723.0,796.0,454.0,62,3.0
Dan,Burn,Burn,15,3330,1,1,13,115,0.0,115.8,736.6,123.6,297.0,46,12.6
Martin,Dúbravka,Dúbravka,15,900,0,0,5,44,0.0,22.0,220.2,0.0,0.0,40,1.3
Anthony,Gordon,Gordon,15,2428,6,6,10,124,0.0,196.8,537.0,777.3,655.0,74,8.0
Lewis,Hall,Hall,15,2188,0,7,8,102,0.0,125.3,561.6,561.2,128.0,47,4.4
Isaac,Hayden,Hayden,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.1
Alexander,Isak,Isak,15,2758,23,6,12,211,0.0,292.7,1043.0,573.1,1320.0,94,49.4
Jacob,Murphy,J.Murphy,15,2356,8,13,11,159,0.0,185.6,713.4,625.2,519.0,52,14.3
Joelinton Cássio,Apolinário de Lira,Joelinton,15,2394,4,4,10,99,0.0,132.7,469.8,389.3,465.0,60,1.1
Lloyd,Kelly,Kelly,15,299,0,1,0,12,0.0,12.6,80.6,29.0,20.0,42,0.1
Emil,Krafth,Krafth,15,334,0,0,1,17,0.0,9.3,59.2,19.7,13.0,43,0.1
Garang,Kuol,Kuol,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,0.1
Jamaal,Lascelles,Lascelles,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Jamal,Lewis,Lewis,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.1
Tino,Livramento,Livramento,15,2835,0,1,10,105,0.0,110.1,567.4,406.2,127.0,46,8.9
Sean,Longstaff,Longstaff,15,783,0,1,2,34,0.0,27.3,117.2,78.4,76.0,44,0.3
Lewis,Miley,Miley,15,304,1,0,0,21,0.0,16.7,87.4,33.5,45.0,50,0.0
Odysseas,Vlachodimos,Odysseas,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42,0.1
Nick,Pope,Pope,15,2520,0,0,8,102,0.0,67.4,666.0,10.0,0.0,50,6.1
John,Ruddy,Ruddy,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.3
Fabian,Schär,Schär,15,2935,4,2,11,118,0.0,119.6,743.2,111.5,346.0,55,5.0
Matt,Targett,Targett,15,20,0,0,0,2,0.0,1.0,5.0,5.6,0.0,39,0.3
Sandro,Tonali,Tonali,15,2625,4,2,11,106,0.0,133.5,539.4,496.3,299.0,55,0.9
Kieran,Trippier,Trippier,15,1299,0,3,6,72,0.0,76.1,319.4,406.8,33.0,56,4.4
Joe,White,White,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.1
Joe,Willock,Willock,15,1065,0,2,4,46,0.0,63.9,172.8,273.8,197.0,47,0.1
Callum,Wilson,Wilson,15,355,0,0,0,19,0.0,12.1,13.0,42.2,71.0,69,0.2
Miodrag,Pivaš,Pivas,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.1
William,Osula,Osula,15,124,1,0,0,19,0.0,10.5,42.4,25.1,37.0,49,0.2
Eddie,Howe,Howe,15,0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,15,2.8
Sean,Neave,Neave,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Álex,Moreno Lopera,Alex Moreno,16,952,0,1,3,34,0.0,36.4,200.8,134.5,29.0,42,0.4
Ola,Aina,Aina,16,2996,2,1,12,128,0.0,94.1,578.2,282.3,80.0,53,13.0
Elliot,Anderson,Anderson,16,2726,2,6,13,107,0.0,155.6,638.8,605.2,308.0,50,0.3
Taiwo,Awoniyi,Awoniyi,16,398,1,0,1,32,0.0,21.9,67.0,40.9,118.0,55,0.3
Willy,Boly,Boly,16,146,0,0,0,6,0.0,6.8,51.0,0.4,17.0,42,0.1
Josh,Bowler,Bowler,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
